time_min,episode,avg_reward,avg_portfolio,avg_return_pct,macro_updates,micro_updates
0.6255667686462403,2,-3.539401633522719,9857.408100319602,-1.4259189968039754,1,2
1.2439289808273315,4,-3.4941344105113563,9857.536966352982,-1.4246303364701816,1,4
1.8721264839172362,6,-3.6361979166666596,9856.956197088068,-1.430438029119323,1,6
2.482018748919169,8,-3.8090305397727193,9855.112280539772,-1.4488771946022825,1,8
3.074596854050954,10,-3.9827759232954465,9851.440281498579,-1.4855971850142122,1,10
3.866061536471049,11,-4.084247481921479,9847.782324444732,-1.5221767555526822,1,11
4.637820116678873,12,-4.12237156723484,9849.898926669035,-1.5010107333096494,2,12
5.322011419137319,13,-4.155952250874117,9851.94207651333,-1.4805792348666909,2,13
6.081023601690928,14,-4.232142349837654,9849.291504058443,-1.5070849594155697,2,14
6.904112219810486,15,-4.264725852272718,9850.114797230113,-1.4988520276988675,2,15
7.762885614236196,16,-4.299076482599423,9850.209185169568,-1.4979081483043228,2,16
9.41776684919993,17,-4.342900025066836,9848.803505389373,-1.5119649461062727,2,17
10.108520666758219,18,-4.372361308396456,9848.035656072443,-1.519643439275569,2,18
10.752466917037964,19,-4.388353767942575,9847.915929220246,-1.5208407077975425,2,19
11.495164048671722,20,-4.398444602272718,9848.144894105115,-1.5185510589488513,2,20
12.241113583246866,21,-4.41588867187499,9849.99182018821,-1.5000817981178989,2,21
13.018196400006612,22,-4.49772674005681,9847.496874449575,-1.5250312555042547,2,22
13.910532399018605,23,-4.545689985795446,9848.02729165483,-1.5197270834517076,3,23
14.706921637058258,24,-4.59686523437499,9846.608913867187,-1.5339108613281314,3,24
15.43376880089442,25,-4.617891512784081,9846.57677274503,-1.5342322725497068,3,25
16.275211131572725,26,-4.651475674715899,9844.842819513493,-1.5515718048650706,3,26
16.99085346857707,27,-4.656881924715899,9844.66373741122,-1.553362625887803,3,27
17.721253832181294,28,-4.639108664772716,9845.619651988634,-1.5438034801136564,3,28
18.493671333789827,29,-4.637221235795444,9843.728469779828,-1.562715302201723,3,29
19.328860330581666,30,-4.5795159801136265,9847.007077095168,-1.5299292290483208,3,30
20.153687870502473,31,-4.5144169034090815,9849.677947585225,-1.5032205241477459,3,31
20.93146833181381,32,-4.4923647017045365,9847.471739808238,-1.5252826019176247,3,32
21.717145284016926,33,-4.4643116122159,9845.267891175425,-1.5473210882457533,3,33
22.502610584100086,34,-4.378025923295445,9848.761145134942,-1.5123885486505788,4,34
23.287149465084077,35,-4.320348899147718,9849.126209392754,-1.508737906072456,4,35
24.12577940225601,36,-4.2609273792613545,9849.393094229401,-1.5060690577059905,4,36
24.812178750832874,37,-4.1884985795454455,9850.444013139204,-1.495559868607961,4,37
25.508822218577066,38,-4.117029119318173,9851.489912215908,-1.4851008778409232,4,38
26.181054480870564,39,-4.053904829545446,9851.506869673294,-1.484931303267058,4,39
26.82074449857076,40,-3.9961626420454457,9850.627423295453,-1.4937257670454709,4,40
27.44447998603185,41,-3.9337745028409,9849.866998401987,-1.5013300159801293,4,41
28.094440901279448,42,-3.8461530539772637,9851.184642507102,-1.4881535749289834,4,42
28.846178817749024,43,-3.7691622869318104,9851.29951331676,-1.4870048668323943,4,43
29.569441199302673,44,-3.6982375710227195,9850.270287890624,-1.4972971210937613,4,44
30.26340159972509,45,-3.6192539062499933,9850.323146910512,-1.4967685308948784,5,45
30.913040351867675,46,-3.545705788352266,9849.160940252132,-1.508390597478683,5,46
31.61087103287379,47,-3.5045083451704473,9845.28683528054,-1.547131647194601,5,47
32.31260981957118,48,-3.397066051136356,9848.173629545452,-1.5182637045454794,5,48
33.06056280136109,49,-3.269302911931811,9853.635385333806,-1.4636461466619404,5,49
